"Story","Title","Result","Date","Stability","Duration (s)"
"DELETE - User Data By ID","As a admin i want to delete user data by ID without token","SUCCESS","2023-06-17T10:26:19.752+07:00[Asia/Bangkok]","0.0","2.64"
