"Story","Title","Result","Date","Stability","Duration (s)"
"DELETE - Class By ID For Admin","As a admin i want to delete class by ID with invalid ID","SUCCESS","2023-06-18T10:44:24.612+07:00[Asia/Bangkok]","0.0","4.06"
